store_id,product_id,stock_qty,reorder_level,last_restock_date
1,194,370,41,2025-10-03
1,195,120,64,2025-08-28
1,196,107,36,2025-10-12
1,197,314,44,2025-08-16
1,198,22,36,2025-10-13
1,199,298,84,2026-01-12
1,200,35,83,2025-10-16
1,201,157,71,2025-10-13
1,202,153,41,2025-08-21
1,203,271,96,2025-12-14
1,204,154,63,2025-12-10
1,205,262,69,2026-01-08
1,206,296,45,2025-10-10
1,207,18,44,2026-01-14
1,208,191,70,2025-12-26
1,209,3,69,2025-09-09
1,210,211,82,2026-01-16
1,211,116,50,2025-12-28
1,212,339,31,2025-11-02
1,213,316,48,2025-11-23
1,214,257,80,2025-12-06
1,215,24,82,2026-01-11
1,216,250,72,2025-08-02
1,217,257,57,2025-09-18
1,218,295,87,2025-09-23
1,219,297,94,2025-09-20
1,220,203,99,2025-10-06
1,221,396,88,2025-12-14
1,222,163,93,2025-09-12
1,223,221,33,2025-10-30
1,224,400,61,2025-11-16
1,225,363,100,2025-12-14
1,226,308,94,2025-11-10
1,227,24,34,2025-10-27
1,228,81,78,2025-09-12
1,229,191,75,2025-12-20
1,230,274,57,2025-09-29
1,231,48,56,2025-11-26
1,232,389,76,2025-10-11
1,233,41,60,2025-09-28
1,234,314,98,2025-09-07
1,235,345,80,2025-08-19
1,236,399,45,2025-07-29
1,237,378,94,2026-01-19
1,238,86,41,2025-10-30
1,239,26,56,2025-10-24
1,240,373,84,2025-12-23
1,241,263,96,2025-10-20
1,242,40,62,2025-09-14
1,243,153,34,2025-11-22
1,244,368,89,2025-10-16
1,245,174,64,2025-11-18
1,246,266,65,2025-09-28
1,247,31,96,2025-07-31
1,248,164,41,2025-11-01
1,249,199,77,2025-09-30
1,250,317,78,2025-10-08
1,251,164,66,2025-08-30
1,252,175,42,2025-08-20
1,253,389,91,2025-08-02
1,254,162,64,2025-10-07
1,255,190,35,2026-01-17
1,256,81,99,2025-12-20
1,257,173,85,2025-11-02
1,258,281,96,2026-01-11
1,259,398,37,2025-09-29
1,260,316,59,2026-01-02
1,261,362,96,2025-11-15
1,262,295,78,2026-01-10
1,263,338,35,2025-12-14
1,264,335,100,2025-10-11
1,265,328,54,2026-01-10
1,266,175,59,2025-10-21
1,267,49,38,2025-12-06
1,268,137,55,2025-08-05
1,269,286,93,2025-10-07
1,270,364,32,2026-01-14
1,271,298,73,2025-12-24
1,272,375,86,2025-10-01
1,273,373,36,2026-01-15
1,274,256,65,2025-12-03
1,275,263,40,2025-09-11
1,276,99,71,2025-10-11
1,277,220,55,2026-01-24
1,278,100,75,2025-11-06
1,279,26,84,2025-12-23
1,280,59,81,2025-08-12
1,281,261,94,2026-01-05
1,282,114,77,2025-10-09
1,283,82,76,2026-01-08
1,284,215,71,2025-11-19
1,285,221,52,2025-09-21
1,286,367,38,2025-09-26
1,287,146,88,2026-01-10
1,288,354,55,2026-01-17
1,289,296,65,2026-01-15
1,290,341,64,2026-01-23
1,291,146,73,2026-01-20
1,292,367,39,2025-09-26
1,293,386,34,2025-08-29
1,294,209,81,2025-12-20
1,295,340,31,2025-11-28
1,296,190,73,2026-01-24
1,297,73,59,2025-10-01
1,298,218,93,2026-01-23
1,299,53,95,2025-11-12
1,300,0,68,2025-09-22
1,301,39,78,2025-11-13
1,302,128,90,2025-10-22
1,303,5,84,2025-07-30
1,304,357,91,2025-12-17
1,305,247,80,2025-12-03
1,306,157,90,2026-01-20
1,307,383,88,2025-12-24
1,308,129,51,2025-12-03
1,309,61,53,2025-11-27
1,310,199,82,2025-09-20
1,311,139,36,2025-09-12
1,312,11,35,2025-08-12
1,313,317,72,2025-11-12
1,314,309,44,2025-09-20
1,315,258,90,2025-09-22
1,316,251,88,2025-11-06
1,317,350,91,2025-11-27
1,318,238,94,2025-09-29
1,319,23,43,2026-01-22
1,320,186,71,2025-11-07
1,321,234,94,2025-10-07
1,322,133,73,2025-12-03
1,323,46,77,2025-09-26
1,324,78,88,2025-12-04
1,325,179,73,2025-09-29
1,326,135,37,2025-09-22
1,327,338,38,2025-09-21
1,328,123,90,2026-01-10
1,329,331,83,2025-08-24
1,330,286,41,2025-09-17
1,331,39,34,2025-12-27
1,332,93,56,2025-11-14
1,333,36,51,2025-12-01
1,334,82,31,2025-08-30
1,335,28,36,2025-11-16
1,336,138,90,2025-11-02
1,337,111,41,2025-09-02
1,338,292,99,2025-11-10
1,339,182,31,2025-12-18
1,340,317,54,2025-11-30
1,341,220,48,2025-09-23
1,342,16,45,2025-10-26
1,343,360,61,2025-08-17
1,344,98,81,2025-08-18
1,345,275,34,2025-09-22
1,346,179,96,2025-08-23
1,347,53,37,2025-09-30
1,348,44,48,2025-08-21
1,349,365,93,2025-10-04
1,350,282,56,2025-10-01
1,351,18,48,2025-08-10
1,352,134,51,2025-09-06
1,353,259,90,2025-11-08
1,354,160,55,2025-11-21
1,355,318,50,2025-10-30
1,356,201,78,2025-10-16
1,357,317,54,2025-08-27
1,358,392,37,2025-09-13
1,359,194,38,2026-01-14
1,360,236,70,2025-09-21
1,361,27,38,2025-08-23
1,362,313,94,2025-11-27
1,363,138,46,2025-08-26
1,364,166,57,2025-11-12
1,365,364,46,2025-10-24
1,366,340,69,2025-10-08
1,367,112,31,2025-11-26
1,368,234,94,2025-10-20
1,369,161,65,2025-10-19
1,370,198,65,2025-08-04
1,371,240,73,2025-10-24
1,372,138,74,2025-11-10
1,373,277,63,2025-08-02
1,374,357,84,2025-08-29
1,375,80,33,2025-11-30
1,376,343,37,2026-01-13
1,377,383,31,2025-11-20
1,378,270,54,2025-09-13
1,379,385,65,2025-12-02
1,380,45,96,2025-09-23
1,381,23,93,2025-12-06
1,382,103,48,2025-11-26
1,383,249,42,2025-12-18
1,384,225,79,2025-12-13
1,385,322,57,2025-10-29
1,386,152,30,2025-12-30
1,387,369,76,2026-01-24
1,388,282,81,2025-10-05
1,389,149,55,2025-08-18
1,390,385,49,2025-10-08
1,391,203,73,2025-09-23
1,392,23,62,2025-12-24
1,393,120,51,2025-11-04
1,394,398,51,2026-01-10
1,395,321,70,2025-09-12
1,396,389,98,2025-11-17
1,397,172,46,2026-01-21
1,398,372,72,2025-11-30
1,399,391,62,2025-09-28
1,400,317,71,2025-08-13
1,401,258,60,2025-09-04
1,402,176,100,2025-08-08
1,403,16,52,2026-01-12
1,404,173,53,2025-10-02
1,405,182,65,2026-01-07
1,406,51,81,2025-08-26
1,407,108,79,2025-11-13
1,408,48,33,2025-08-04
1,409,378,45,2025-10-26
1,410,313,44,2025-10-30
1,411,386,79,2025-08-10
1,412,210,63,2025-08-10
1,413,86,47,2025-09-25
1,414,253,35,2025-08-02
1,415,129,41,2025-10-15
1,416,95,85,2025-08-03
1,417,234,72,2025-11-18
1,418,171,92,2025-12-25
1,419,102,96,2025-09-11
1,420,394,33,2025-11-07
1,421,175,84,2026-01-16
1,422,348,34,2025-10-01
1,423,94,88,2025-12-22
1,424,338,48,2025-09-14
1,425,36,64,2025-08-23
1,426,382,54,2025-11-16
1,427,227,56,2025-09-08
1,428,137,59,2025-08-13
1,429,352,70,2025-11-06
1,430,17,92,2025-11-06
1,431,337,60,2025-08-09
1,432,249,86,2025-12-22
1,433,207,78,2025-08-19
1,434,266,93,2025-10-22
1,435,293,91,2025-11-01
1,436,310,78,2025-12-27
1,437,223,59,2025-09-03
1,438,56,72,2025-11-17
1,439,48,68,2025-11-10
1,440,364,35,2025-09-07
1,441,37,72,2025-08-14
1,442,174,92,2025-12-07
1,443,164,34,2025-08-13
1,444,3,53,2025-10-15
1,445,106,60,2025-12-15
1,446,176,34,2025-09-24
1,447,19,51,2025-11-11
1,448,145,65,2025-11-26
1,449,135,59,2026-01-11
1,450,190,82,2025-11-30
1,451,318,80,2025-10-29
1,452,214,57,2025-11-14
1,453,85,72,2025-10-10
1,454,167,66,2025-11-12
1,455,347,67,2025-12-07
1,456,329,84,2025-09-09
1,457,344,65,2025-12-02
1,458,302,34,2025-12-26
1,459,123,73,2025-10-25
1,460,348,36,2026-01-14
1,461,236,33,2025-12-18
1,462,114,62,2025-11-03
1,463,376,99,2025-07-29
1,464,327,80,2025-11-10
1,465,287,62,2025-12-18
1,466,85,47,2025-10-29
1,467,192,89,2026-01-24
1,468,57,57,2025-10-29
1,469,307,84,2025-09-06
1,470,314,98,2025-12-08
1,471,223,77,2025-11-28
1,472,2,55,2025-08-11
1,473,148,94,2025-12-27
1,474,165,97,2025-09-22
1,475,88,73,2025-08-31
1,476,264,36,2025-08-18
1,477,60,31,2025-08-16
1,478,188,82,2025-10-23
1,479,5,62,2025-11-13
1,480,170,39,2025-12-11
1,481,144,80,2025-12-15
1,482,257,36,2025-11-27
1,483,396,44,2025-12-12
1,484,306,97,2025-09-22
1,485,108,40,2025-11-25
1,486,89,94,2026-01-07
1,487,344,66,2025-10-17
1,488,229,38,2025-12-31
1,489,93,81,2025-08-12
1,490,331,74,2025-08-06
1,491,305,82,2025-12-16
1,492,116,58,2025-12-30
1,493,136,83,2025-12-25
1,494,139,37,2025-08-08
1,495,179,66,2025-12-24
1,496,46,57,2025-11-05
1,497,212,96,2025-09-24
1,498,76,34,2025-08-25
1,499,399,38,2025-08-25
1,500,390,54,2025-10-15
1,501,105,39,2025-10-26
1,502,28,40,2025-11-27
1,503,369,94,2025-12-08
1,504,134,51,2025-10-09
1,505,58,95,2025-08-27
1,506,94,92,2025-12-22
1,507,26,54,2025-12-29
1,508,83,62,2025-10-01
1,509,282,61,2025-12-26
1,510,180,71,2025-10-04
1,511,223,86,2025-09-07
1,512,55,30,2025-11-25
1,513,98,79,2025-12-25
1,514,226,66,2025-08-14
1,515,295,90,2025-11-30
1,516,75,31,2025-10-17
1,517,191,50,2025-08-06
1,518,85,89,2025-09-05
1,519,140,88,2025-09-03
1,520,166,50,2025-12-24
1,521,210,46,2025-12-17
1,522,93,79,2026-01-23
1,523,343,71,2025-09-29
1,524,336,71,2025-10-16
1,525,278,85,2025-08-03
1,526,30,92,2026-01-11
1,527,103,52,2025-12-12
1,528,370,36,2025-10-03
1,529,10,73,2025-11-02
1,530,199,87,2025-09-05
1,531,277,90,2025-08-04
1,532,212,86,2025-09-08
1,533,29,44,2025-10-06
1,534,149,73,2025-09-16
1,535,148,37,2026-01-03
1,536,71,90,2025-08-21
1,537,37,31,2025-12-30
1,538,153,79,2025-10-24
1,539,283,64,2025-10-13
1,540,150,43,2025-08-21
1,541,18,49,2025-10-30
1,542,105,90,2025-08-23
1,543,183,92,2025-10-03
1,544,241,59,2025-10-24
1,545,146,57,2025-10-25
1,546,212,52,2026-01-16
1,547,362,41,2025-12-18
1,548,278,82,2025-12-12
1,549,17,50,2025-12-17
1,550,380,78,2025-11-24
1,551,320,59,2025-11-30
1,552,243,93,2025-12-19
1,553,385,55,2025-09-03
1,554,276,97,2025-12-01
1,555,98,49,2025-08-20
1,556,238,36,2025-12-10
1,557,39,40,2025-10-20
1,558,311,36,2025-10-09
1,559,205,43,2025-11-14
1,560,104,75,2025-08-13
1,561,32,91,2026-01-12
1,562,39,65,2025-10-20
1,563,365,50,2025-08-07
1,564,131,96,2026-01-15
1,565,376,32,2025-10-23
1,566,379,67,2025-11-27
1,567,281,96,2025-08-09
1,568,21,34,2025-08-14
1,569,172,71,2025-07-29
1,570,112,76,2025-12-12
1,571,216,72,2025-12-12
1,572,53,76,2025-10-10
1,573,43,56,2025-11-03
1,574,339,60,2025-09-19
1,575,156,59,2025-08-23
1,576,95,92,2026-01-06
1,577,170,63,2025-12-28
1,578,203,79,2025-11-11
1,579,327,35,2025-12-09
1,580,41,65,2025-09-29
1,581,120,76,2025-12-30
1,582,45,44,2025-10-25
1,583,201,96,2025-10-08
1,584,287,87,2025-07-30
1,585,122,34,2026-01-22
1,586,181,38,2025-10-26
1,587,38,97,2025-12-04
1,588,30,51,2025-11-08
1,589,103,32,2025-08-20
1,590,192,50,2025-08-02
1,591,184,75,2025-08-28
1,592,361,55,2025-11-24
1,593,369,36,2025-08-26
1,594,227,48,2025-08-01
1,595,175,69,2025-10-12
1,596,92,30,2025-09-12
1,597,120,46,2025-10-30
1,598,77,47,2025-12-16
1,599,135,74,2025-10-22
1,600,194,41,2025-09-07
1,601,333,69,2026-01-06
1,602,17,44,2026-01-13
1,603,7,77,2025-09-16
1,604,392,81,2025-08-14
1,605,225,68,2025-11-11
1,606,395,84,2025-12-06
1,607,132,56,2026-01-13
1,608,189,94,2025-09-29
1,609,188,77,2025-12-18
1,610,198,41,2025-11-23
1,611,331,41,2025-08-01
1,612,77,43,2025-10-18
1,613,323,37,2025-10-04
1,614,68,91,2025-11-26
1,615,159,91,2025-08-31
1,616,333,61,2025-12-11
1,617,19,86,2025-08-25
1,618,343,83,2025-12-08
1,619,352,47,2025-11-08
1,620,29,76,2025-08-31
1,621,32,70,2025-11-17
1,622,381,90,2025-10-06
1,623,272,96,2026-01-17
1,624,390,75,2025-08-11
1,625,180,30,2026-01-05
1,626,37,37,2026-01-09
1,627,390,88,2025-12-13
1,628,138,67,2026-01-07
1,629,253,80,2025-12-21
1,630,120,75,2025-11-18
1,631,66,49,2025-12-07
1,632,74,88,2025-08-30
1,633,351,81,2025-12-29
1,634,142,39,2026-01-23
1,635,371,88,2025-10-13
1,636,125,98,2026-01-14
1,637,381,81,2025-12-27
1,638,49,65,2026-01-05
1,639,345,51,2025-09-12
1,640,71,73,2025-09-09
1,641,379,58,2025-12-31
1,642,211,86,2025-12-21
1,643,369,49,2025-11-20
1,644,93,45,2025-07-29
1,645,54,58,2026-01-08
1,646,267,80,2025-11-24
1,647,347,43,2025-11-12
1,648,56,41,2025-10-12
1,649,51,44,2025-12-20
1,650,32,53,2025-08-10
1,651,362,65,2025-08-18
1,652,65,98,2025-08-11
1,653,375,66,2026-01-11
1,654,303,86,2025-08-28
1,655,162,88,2025-09-13
1,656,362,40,2025-12-12
1,657,79,71,2025-10-19
1,658,161,87,2026-01-21
1,659,274,46,2025-08-23
1,660,273,37,2025-09-09
1,661,223,65,2025-11-21
1,662,199,50,2026-01-16
1,663,318,87,2025-11-30
1,664,353,98,2025-08-29
1,665,255,91,2025-09-01
1,666,34,39,2025-10-22
1,667,196,86,2026-01-09
1,668,59,84,2025-12-03
1,669,278,40,2025-11-14
1,670,201,39,2025-11-18
1,671,320,47,2025-12-02
1,672,370,49,2025-08-01
1,673,75,93,2025-10-02
1,674,180,91,2025-08-13
1,675,290,59,2025-09-09
1,676,337,81,2025-10-16
1,677,17,88,2025-09-27
1,678,125,30,2025-11-15
1,679,47,77,2025-09-13
1,680,355,90,2026-01-18
1,681,259,35,2025-07-29
1,682,109,92,2025-10-19
1,683,196,66,2026-01-02
1,684,356,61,2025-10-22
1,685,48,73,2025-11-27
1,686,342,84,2025-11-12
1,687,82,31,2025-10-25
1,688,281,72,2025-08-08
1,689,42,90,2025-12-27
1,690,231,68,2025-12-05
1,691,206,70,2025-12-12
1,692,237,92,2025-09-02
1,693,353,45,2025-11-18
1,694,364,66,2025-11-10
1,695,53,78,2025-08-26
1,696,184,60,2025-11-20
1,697,261,66,2025-08-11
1,698,202,98,2026-01-17
1,699,29,66,2025-11-13
1,700,262,47,2025-12-14
1,701,227,58,2025-09-12
1,702,359,58,2025-12-30
1,703,27,64,2025-08-09
1,704,188,75,2025-07-30
1,705,327,56,2025-07-31
1,706,331,84,2026-01-14
1,707,327,100,2025-09-02
1,708,239,49,2025-09-09
1,709,21,86,2025-10-26
1,710,279,63,2025-09-06
1,711,54,67,2025-10-12
1,712,315,50,2025-11-07
1,713,239,59,2026-01-22
1,714,283,90,2025-12-21
1,715,390,36,2025-11-12
1,716,14,57,2025-11-01
1,717,398,58,2025-08-02
1,718,300,72,2025-11-16
1,719,167,94,2025-11-04
1,720,323,70,2025-09-03
1,721,196,58,2025-08-01
1,722,51,32,2025-11-12
1,723,62,91,2025-09-26
1,724,120,45,2025-07-29
1,725,208,88,2025-12-04
1,726,260,80,2025-10-06
1,727,369,94,2025-10-05
1,728,357,74,2025-11-11
1,729,213,56,2025-12-12
1,730,243,62,2025-12-21
1,731,197,77,2025-11-04
1,732,306,79,2026-01-03
1,733,107,65,2025-11-23
1,734,238,85,2025-11-14
1,735,152,33,2025-08-24
1,736,345,82,2025-10-19
1,737,153,52,2025-08-11
1,738,344,32,2026-01-14
1,739,41,49,2025-09-19
1,740,300,95,2025-08-06
1,741,399,47,2026-01-01
1,742,36,54,2025-09-17
1,743,110,52,2025-09-30
1,744,26,89,2025-08-27
1,745,84,66,2025-09-15
1,746,150,75,2026-01-09
1,747,73,69,2026-01-18
1,748,318,96,2025-09-27
1,749,114,83,2025-08-31
1,750,13,42,2025-08-14
1,751,93,54,2025-11-29
1,752,172,89,2025-12-26
1,753,359,93,2025-09-02
1,754,299,56,2025-11-16
1,755,336,48,2025-08-12
1,756,196,88,2025-11-04
1,757,63,98,2026-01-01
1,758,363,81,2025-12-28
1,759,265,81,2025-11-19
1,760,295,45,2025-12-10
1,761,106,80,2025-11-24
1,762,262,79,2025-10-13
1,763,77,41,2025-11-04
1,764,210,71,2025-11-05
1,765,316,65,2025-12-18
1,766,145,84,2025-09-15
1,767,392,84,2025-09-02
1,768,3,80,2025-09-21
1,769,82,93,2025-08-01
1,770,72,47,2025-09-28
1,771,49,92,2025-10-17
1,772,13,34,2026-01-24
1,773,93,75,2025-11-21
1,774,237,91,2025-12-07
1,775,54,55,2025-08-09
1,776,381,78,2025-12-30
1,777,55,91,2025-09-19
1,778,153,59,2026-01-10
1,779,381,36,2025-12-02
1,780,381,75,2025-08-23
1,781,143,75,2025-09-13
1,782,150,46,2026-01-07
1,783,240,52,2025-11-13
1,784,34,46,2025-11-27
1,785,366,33,2025-12-12
1,786,128,65,2025-08-13
1,787,327,89,2025-12-08
1,788,253,40,2025-08-12
1,789,176,43,2025-10-27
1,790,26,80,2025-10-28
1,791,369,69,2025-11-18
1,792,234,35,2025-11-13
1,793,89,58,2025-12-28
1,794,355,91,2025-10-02
1,795,328,45,2026-01-22
1,796,339,99,2025-10-22
1,797,98,68,2025-08-08
1,798,89,56,2025-10-11
1,799,138,53,2025-09-12
1,800,253,80,2025-10-20
1,801,213,98,2025-10-19
1,802,80,33,2025-11-16
1,803,14,89,2025-08-29
1,804,373,68,2025-10-03
1,805,311,81,2025-09-13
1,806,374,49,2025-11-15
1,807,310,76,2025-10-15
1,808,15,69,2025-11-24
1,809,211,42,2025-12-17
1,810,377,98,2025-12-18
1,811,280,51,2025-11-03
1,812,51,35,2025-09-21
1,813,114,44,2025-11-09
1,814,364,97,2025-07-31
1,815,144,75,2025-08-29
1,816,72,99,2025-11-06
1,817,176,51,2026-01-19
1,818,189,94,2025-12-08
1,819,329,95,2025-09-05
1,820,361,57,2025-11-29
1,821,311,39,2025-10-06
1,822,149,73,2026-01-19
1,823,340,73,2025-09-14
1,824,382,96,2025-09-14
1,825,308,75,2025-11-01
1,826,397,68,2025-09-23
1,827,111,97,2025-10-12
1,828,30,72,2025-12-05
1,829,203,31,2026-01-25
1,830,248,98,2025-09-12
1,831,379,82,2025-11-07
1,832,48,31,2026-01-10
1,833,110,30,2025-10-27
1,834,71,71,2025-10-30
1,835,349,67,2025-10-22
1,836,98,33,2025-10-03
1,837,191,36,2026-01-19
1,838,373,96,2025-09-17
1,839,80,100,2025-12-18
1,840,384,73,2025-11-10
1,841,54,93,2025-07-30
1,842,147,46,2025-08-17
1,843,184,39,2025-09-25
1,844,340,31,2025-10-18
1,845,45,86,2025-12-18
1,846,105,39,2025-09-20
1,847,398,84,2025-12-30
1,848,273,49,2025-11-02
1,849,15,30,2025-11-06
1,850,400,83,2025-11-02
1,851,89,33,2025-10-10
1,852,69,34,2025-10-08
1,853,39,48,2025-08-13
1,854,297,30,2025-10-22
1,855,187,84,2025-10-15
1,856,216,92,2025-08-28
1,857,90,59,2025-09-17
1,858,324,68,2025-08-07
1,859,279,81,2025-09-26
1,860,361,81,2025-08-22
1,861,42,40,2025-10-03
1,862,273,59,2025-11-02
1,863,205,49,2025-12-06
1,864,132,71,2025-08-07
1,865,17,55,2026-01-02
1,866,154,94,2025-12-26
1,867,310,79,2025-08-04
1,868,5,97,2025-12-14
1,869,372,75,2026-01-12
1,870,100,58,2025-08-16
1,871,302,65,2025-09-23
1,872,18,71,2025-08-02
1,873,113,46,2025-07-30
1,874,273,39,2025-11-06
1,875,146,52,2025-11-14
1,876,300,54,2025-10-17
1,877,268,75,2025-09-17
1,878,357,63,2025-09-06
1,879,239,51,2026-01-17
1,880,291,62,2025-10-16
1,881,143,36,2025-09-27
1,882,188,60,2025-10-25
1,883,74,79,2025-10-29
1,884,162,82,2025-12-30
1,885,374,84,2025-08-17
1,886,390,73,2025-12-03
1,887,11,43,2025-09-11
1,888,219,90,2025-11-22
1,889,30,73,2025-08-02
1,890,229,30,2025-07-29
1,891,317,55,2026-01-21
1,892,296,82,2025-08-21
1,893,312,45,2025-12-22
1,894,43,89,2025-10-16
1,895,190,85,2026-01-19
1,896,257,82,2025-10-23
1,897,110,53,2025-11-30
1,898,223,66,2025-12-19
1,899,184,78,2025-07-29
1,900,123,70,2025-08-05
1,901,21,65,2025-12-14
1,902,367,79,2025-08-05
1,903,248,47,2025-09-13
1,904,51,71,2025-08-14
1,905,399,58,2025-09-22
1,906,118,32,2025-11-26
1,907,333,30,2025-11-01
1,908,208,74,2025-09-18
1,909,394,72,2025-10-02
1,910,89,52,2025-11-03
1,911,173,75,2025-09-14
1,912,55,82,2025-12-08
1,913,385,53,2025-09-04
1,914,252,75,2025-10-21
1,915,188,86,2025-12-04
1,916,342,32,2025-11-19
1,917,324,92,2025-08-26
1,918,90,78,2025-11-08
1,919,178,93,2025-10-25
1,920,209,39,2025-09-10
1,921,143,93,2025-10-23
1,922,269,54,2025-09-21
1,923,166,73,2026-01-24
1,924,268,95,2025-09-03
1,925,242,77,2025-08-25
1,926,87,70,2025-08-27
1,927,189,76,2025-07-29
1,928,154,92,2025-08-27
1,929,35,72,2025-10-04
